CIA;LONG_IND;LAT_IND
Caixa;-3,714764777;40,43549509
Caixa;-3,695840489;40,40107889
Caixa;-3,64683666;40,42886808
Caixa;-3,708394236;40,45647121
Caixa;-3,701278343;40,42656867
Caixa;-3,696827457;40,44763163
Caixa;-3,677793265;40,43341146
Caixa;-3,726344495;40,39181015
Caixa;-3,730128318;40,3897773
Caixa;-3,784775983;40,45179771
Caixa;-3,708066904;40,37016655
Caixa;-3,698633076;40,41928737
Caixa;-3,708458115;40,42211948
Caixa;-3,716131873;40,37094573
Caixa;-3,641667714;40,43078878
Caixa;-3,693317689;40,42624731
Caixa;-3,636631506;40,43556438
Caixa;-3,625546443;40,42005726
Caixa;-3,69811956;40,42434454
Caixa;-3,742397709;40,40516773
Caixa;-3,670717911;40,41784006
Caixa;-3,752156923;40,38940187
Caixa;-3,765235301;40,39670349
Caixa;-3,762586644;40,39380205
Caixa;-3,677090073;40,51134313
Caixa;-3,717916159;40,48013305
Caixa;-3,697904894;40,39672407
Caixa;-3,708433393;40,45346197
Caixa;-3,699702351;40,43829895
Caixa;-3,684551396;40,43017343
Caixa;-3,677571996;40,4301605
Caixa;-3,771631798;40,38208432
Caixa;-3,768835853;40,3775984
Caixa;-3,685161678;40,43338604
Caixa;-3,719410665;40,41009685
Caixa;-3,663743583;40,41821364
Caixa;-3,691292358;40,35157409
Caixa;-3,714051437;40,38140915
Caixa;-3,632909195;40,43341364
Caixa;-3,713778227;40,44254623
Caixa;-3,719018325;40,47285598
Caixa;-3,704887094;40,49666356
Caixa;-3,647019092;40,43191211
Caixa;-3,742371275;40,39096062
Caixa;-3,669608356;40,4473961
Caixa;-3,65280406;40,46808679
Caixa;-3,761546737;40,38725932
Caixa;-3,636777414;40,38101363
Caixa;-3,643917073;40,47377626
Caixa;-3,709264899;40,38556477
Caixa;-3,702566976;40,38611918
Caixa;-3,719949202;40,42966112
Caixa;-3,702288427;40,4624634
Caixa;-3,651041159;40,40642093
Caixa;-3,611030052;40,43243225
Caixa;-3,706900988;40,41638124
Caixa;-3,703745771;40,47665266
Caixa;-3,678350427;40,41963338
Caixa;-3,663604903;40,4688541
Caixa;-3,692084989;40,37381289
Caixa;-3,695918361;40,44409657
Caixa;-3,629599127;40,46531462
Caixa;-3,636898689;40,40764385
Caixa;-3,70577222;40,39859525
Caixa;-3,735134151;40,38962846
Caixa;-3,753641498;40,38517596
Caixa;-3,780003732;40,37864975
Caixa;-3,661846891;40,48803525
Caixa;-3,647403162;40,38957635
Caixa;-3,696497962;40,45912007
Caixa;-3,703523071;40,40214051
Caixa;-3,686192012;40,35374864
Caixa;-3,616141626;40,42799069
Caixa;-3,712889766;40,47451556
Caixa;-3,633532357;40,42695075
Caixa;-3,712891994;40,42562376
Caixa;-3,715817999;40,42919127
Caixa;-3,688715869;40,45586941
Caixa;-3,655379709;40,49277477
Caixa;-3,679352056;40,43834826
Caixa;-3,687060476;40,38593307
Caixa;-3,675222437;40,44748957
Caixa;-3,674432724;40,41566529
Caixa;-3,619881158;40,37943875
Caixa;-3,690955649;40,42236955
Caixa;-3,657759865;40,42590553
Caixa;-3,712462787;40,43186966
Caixa;-3,609668398;40,42395291
Caixa;-3,699779641;40,42869487
Caixa;-3,696999111;40,41515307
Caixa;-3,706658914;40,42704041
Caixa;-3,608310961;40,40412208
Caixa;-3,701447853;40,44174783
Caixa;-3,696822841;40,43005507
Caixa;-3,68089287;40,45199685
Caixa;-3,67114586;40,38379227
Caixa;-3,606265874;40,4336195
Caixa;-3,675864691;40,44450384
Caixa;-3,635124592;40,44457269
Caixa;-3,712538209;40,40549974
Caixa;-3,70825005;40,43712077
Caixa;-3,757848437;40,39367104
Caixa;-3,68347551;40,43569332
Caixa;-3,684205137;40,42159888
Caixa;-3,683630912;40,43357528
Caixa;-3,714726267;40,42406288
Caixa;-3,68279228;40,35293091
Caixa;-3,707999906;40,46159973
Caixa;-3,690770661;40,35353219
Caixa;-3,753171424;40,40643139
Caixa;-3,689663674;40,48742216
Caixa;-3,651746375;40,43675944
Caixa;-3,699649184;40,41838032
Caixa;-3,739971379;40,39345349
Caixa;-3,733020295;40,37396607
Caixa;-3,672093062;40,45651681
Caixa;-3,693421816;40,42949895
Caixa;-3,719828112;40,38622023
Caixa;-3,659092157;40,39934824
Caixa;-3,784968353;40,46427381
Caixa;-3,712876919;40,41079498
Caixa;-3,639233389;40,46503652
Caixa;-3,649454081;40,46319576
Caixa;-3,704899777;40,43356467
Caixa;-3,705982154;40,42996347
Caixa;-3,698476173;40,40069362
Caixa;-3,707582503;40,40380044
Caixa;-3,712311331;40,34593295
Caixa;-3,68899636;40,4694713
Caixa;-3,689929668;40,42924957
Caixa;-3,690551185;40,43699362
Caixa;-3,693242433;40,44761715
Caixa;-3,694652026;40,39666258
Caixa;-3,738148182;40,40992469
Caixa;-3,727392259;40,4136235
Caixa;-3,722336842;40,42252909
Caixa;-3,680194457;40,4622622
Caixa;-3,690420269;40,44724665
Caixa;-3,681403606;40,4558587
Caixa;-3,665165421;40,42614244
Caixa;-3,741743471;40,38636101
Caixa;-3,693541835;40,41248916
Caixa;-3,695903947;40,4049524
Caixa;-3,721122429;40,40152758
Caixa;-3,694028722;40,39448613
Caixa;-3,707533165;40,43171975
Caixa;-3,688004444;40,49479235
Caixa;-3,700883842;40,40900343
Caixa;-3,708139929;40,41538267
Caixa;-3,695087098;40,42406551
Caixa;-3,690419963;40,50249858
Caixa;-3,696172298;40,40697783
Caixa;-3,667409731;40,51595795
Caixa;-3,877126521;40,47351197
Caixa;-3,871066353;40,47377402
Caixa;-3,875315065;40,4702825
Caixa;-3,85499557;40,47629039
Caixa;-3,87658869;40,45755227
Caixa;-3,865373778;40,46040252
Caixa;-3,870730311;40,4696775
Caixa;-3,865009452;40,7273425
Caixa;-3,326239565;40,5524966
Caixa;-3,491043799;40,39649027
Caixa;-3,767597242;40,81351287
Caixa;-3,583904085;40,73569213
Caixa;-3,849013267;40,26220703
Caixa;-3,967106807;40,6806969
Caixa;-3,436432875;40,22917287
Caixa;-3,863399269;40,32441705
Caixa;-3,858350918;40,32823846
Caixa;-3,867800129;40,31419479
Caixa;-3,852231841;40,32372508
Caixa;-3,864135981;40,33788018
Caixa;-3,884549142;40,3287528
Caixa;-3,855062945;40,32887543
Caixa;-3,856111981;40,31593956
Caixa;-3,87139896;40,32681656
Caixa;-3,867766728;40,32997003
Caixa;-3,880808514;40,3217182
Caixa;-3,878168737;40,31147686
Caixa;-3,856204913;40,31956956
Caixa;-3,863738813;40,3196577
Caixa;-3,869755167;40,32163967
Caixa;-3,863533601;40,33126298
Caixa;-4,016164289;40,72878622
Caixa;-4,124282612;40,4680207
Caixa;-4,013512611;40,2874691
Caixa;-4,009956186;40,29196873
Caixa;-3,265049326;40,35484084
Caixa;-3,532008428;40,5048229
Caixa;-3,751496192;40,2279344
Caixa;-3,770847158;40,24484372
Caixa;-3,765248442;40,23001553
Caixa;-3,764625396;40,23941635
Caixa;-3,777475895;40,24156504
Caixa;-3,771554627;40,23570358
Caixa;-3,769607526;40,24127528
Caixa;-3,600331795;40,74374259
Caixa;-4,334658506;40,35892074
Caixa;-3,352414531;40,23421616
Caixa;-3,693085483;40,24134443
Caixa;-3,697691543;40,24911881
Caixa;-3,697667164;40,24216377
Caixa;-3,804235988;40,43411449
Caixa;-3,797379637;40,43656738
Caixa;-3,802043924;40,44708462
Caixa;-3,797865599;40,41982532
Caixa;-3,785353326;40,39803707
Caixa;-3,813980229;40,4355688
Caixa;-4,057491079;40,42562482
Caixa;-3,550050505;40,36545842
Caixa;-3,51806262;40,3379389
Caixa;-3,513247972;40,32869888
Caixa;-4,238368469;40,5013039
Caixa;-3,87278147;40,4941662
Caixa;-3,896860254;40,52030566
Caixa;-3,895081533;40,5063918
Caixa;-3,872726709;40,49176124
Caixa;-3,928251125;40,51784157
Caixa;-3,895910259;40,55268161
Caixa;-3,612543881;40,6830685
Caixa;-3,533183395;40,42509672
Caixa;-3,52720027;40,41824121
Caixa;-3,532899175;40,42941337
Caixa;-4,147147259;40,59152138
Caixa;-3,581184696;40,2121845
Caixa;-3,633363272;40,55453641
Caixa;-3,617302194;40,54961442
Caixa;-3,630627901;40,5462362
Caixa;-3,622851903;40,54949455
Caixa;-3,627094052;40,54594012
Caixa;-3,615295627;40,56135465
Caixa;-4,026961139;40,34663019
Caixa;-3,784676964;40,75359085
Caixa;-3,514247302;40,74550053
Caixa;-3,314089203;40,24631802
Caixa;-3,46181788;40,45984547
Caixa;-3,471895904;40,4572552
Caixa;-3,450145938;40,46408071
Caixa;-3,483500319;40,45711716
Caixa;-3,466893631;40,4638431
Caixa;-3,45565984;40,45441943
Caixa;-3,483880787;40,44603444
Caixa;-3,469963184;40,46085768
Caixa;-3,47186147;40,44558863
Caixa;-3,464535634;40,44515883
Caixa;-3,479807981;40,45866408
Caixa;-3,778157283;40,18707204
Caixa;-3,538845613;40,82571724
Caixa;-3,953892437;40,57873009
Caixa;-3,362017956;40,40596634
Caixa;-4,068697924;40,50128601
Caixa;-3,680671539;40,20150668
Caixa;-3,672013039;40,17898872
Caixa;-3,683566816;40,18093018
Caixa;-3,688478874;40,19509088
Caixa;-3,677891413;40,19488308
Caixa;-3,677201546;40,19167076
Caixa;-3,47409091;40,62995595
Caixa;-3,514180159;40,69523271
Caixa;-3,300686372;40,29427441
Caixa;-3,487076391;40,36755163
Caixa;-3,485242621;40,10456651
Caixa;-4,305838422;40,27752987
Caixa;-3,301728222;40,43308568
Caixa;-4,110082112;40,29804235
Caixa;-4,003610725;40,43938427
Caixa;-3,998787235;40,44807458
Caixa;-3,963712312;40,49560579
Caixa;-3,276372788;40,16857249
Caixa;-3,893737422;40,35065535
Caixa;-3,901875166;40,35779943
Caixa;-3,907378181;40,3571708
Caixa;-3,713292608;40,61049259
Caixa;-3,712576736;40,59874059
Caixa;-3,700973724;40,59677561
Caixa;-3,726346976;40,3053314
Caixa;-3,896202946;40,40522201
Caixa;-3,839151363;40,19115966
Caixa;-3,802661157;40,28161038
Caixa;-3,796482251;40,27833769
Caixa;-3,408707401;40,38396354
Caixa;-3,687500665;40,36665096
Caixa;-3,773833122;40,397376
Caixa;-3,688260289;40,46323247
Caixa;-3,654144124;40,41043047
Caixa;-3,621915303;40,39822984
Caixa;-3,688092007;40,46061186
Caixa;-3,645912317;40,46778316
Caixa;-3,711175787;40,33198475
Caixa;-3,691585589;40,46084326
Caixa;-3,51179842;40,50115744
Caixa;-3,676944092;40,19177137
Caixa;-3,616844473;40,55507623
Caixa;-3,66261573;40,43901297
Caixa;-3,587147984;40,4572768
Caixa;-3,706480707;40,34685161
Caixa;-3,712782231;40,44648931
Caixa;-3,678521264;40,42373149
Caixa;-3,651272944;40,44878915
Caixa;-3,681555412;40,43469565
Caixa;-3,673458932;40,40311233
Caixa;-3,674095958;40,43388353
Caixa;-3,712235945;40,45729445
Caixa;-3,694891845;40,45090453
Caixa;-3,708429121;40,41148899
Caixa;-3,683604407;40,42862948
Caixa;-3,730928903;40,41260119
Caixa;-3,693177781;40,40572554
BBVA;-3,376145093;40,4899849
BBVA;-3,348472408;40,48503561
BBVA;-3,356759657;40,48585717
BBVA;-3,373139278;40,4777694
BBVA;-3,36681932;40,48710496
BBVA;-3,372214306;40,50680841
BBVA;-3,363856345;40,49778099
BBVA;-3,36407434;40,48352805
BBVA;-3,359505089;40,48736218
BBVA;-3,3665442;40,47340311
BBVA;-3,639937207;40,55154528
BBVA;-3,637115688;40,53547104
BBVA;-3,645809817;40,54814329
BBVA;-3,639048931;40,54382961
BBVA;-3,652500369;40,54998855
BBVA;-3,632613289;40,54136056
BBVA;-3,650334066;40,54458644
BBVA;-3,641692316;40,54115734
BBVA;-3,650939414;40,51561947
BBVA;-3,812882021;40,35704475
BBVA;-3,834676334;40,33857401
BBVA;-3,828222925;40,33747624
BBVA;-3,827319252;40,34638371
BBVA;-3,818774002;40,34566974
BBVA;-3,802413688;40,35315385
BBVA;-3,841495129;40,34442557
BBVA;-3,826010469;40,34913184
BBVA;-3,818474785;40,35208634
BBVA;-3,811013591;40,34853526
BBVA;-3,829965569;40,34133767
BBVA;-3,496024721;40,59631508
BBVA;-4,024301988;40,65707868
BBVA;-3,59820863;40,03364607
BBVA;-3,6036094;40,03203237
BBVA;-3,616321938;40,02505503
BBVA;-3,445336617;40,30176327
BBVA;-3,447246858;40,30950388
BBVA;-3,432351332;40,29709166
BBVA;-3,437894625;40,30095381
BBVA;-3,919967093;40,26957475
BBVA;-3,989722706;40,71606181
BBVA;-3,895571644;40,40560527
BBVA;-3,876587469;40,40752554
BBVA;-3,996056061;40,40124275
BBVA;-4,441016174;40,30269048
BBVA;-3,377440529;40,54846685
BBVA;-3,380057927;40,3383125
BBVA;-4,056006875;40,74122052
BBVA;-3,618724488;40,15978933
BBVA;-3,506252045;40,56710909
BBVA;-3,388197255;40,10837409
BBVA;-3,774089895;40,67108984
BBVA;-3,771020156;40,66548899
BBVA;-3,765723718;40,65856957
BBVA;-4,008348696;40,62905828
BBVA;-4,00728832;40,63167102
BBVA;-3,992110325;40,64317127
BBVA;-4,002221039;40,62649912
BBVA;-3,541879791;40,42172292
BBVA;-3,564015869;40,42577024
BBVA;-3,545626243;40,42584047
BBVA;-3,568761343;40,41953974
BBVA;-3,568005971;40,42502998
BBVA;-3,45844727;40,54344414
BBVA;-4,12921794;40,58435605
BBVA;-3,803138309;40,29012078
BBVA;-3,78648915;40,28590172
BBVA;-3,789489028;40,29298055
BBVA;-3,79700068;40,29243354
BBVA;-3,837729984;40,29702877
BBVA;-3,806414136;40,29748553
BBVA;-3,792895261;40,28544357
BBVA;-3,790870255;40,27723201
BBVA;-3,794171764;40,28293926
BBVA;-3,809364773;40,2814826
BBVA;-4,004520989;40,57717481
BBVA;-3,745243003;40,29331005
BBVA;-3,730913327;40,3293932
BBVA;-3,721980352;40,3118814
BBVA;-3,719858487;40,31487666
BBVA;-3,718254495;40,32455349
BBVA;-3,736550823;40,30437497
BBVA;-3,662052544;40,32377167
BBVA;-3,730802499;40,30492495
BBVA;-3,729271731;40,30811486
BBVA;-3,852182641;40,21298414
BBVA;-4,08971881;40,67249695
BBVA;-3,825070989;40,25552419
BBVA;-3,781366692;40,35896469
BBVA;-3,75005109;40,34293758
BBVA;-3,741763012;40,3365675
BBVA;-3,78675844;40,31723386
BBVA;-3,769010565;40,34011033
BBVA;-3,76140455;40,32542168
BBVA;-3,755531416;40,33286572
BBVA;-3,749324559;40,33260879
BBVA;-3,755207498;40,3354895
BBVA;-3,769106404;40,32677615
BBVA;-3,769493053;40,33490885
BBVA;-3,764066256;40,3276384
BBVA;-3,408649366;40,3841079
BBVA;-3,592969215;40,49022898
BBVA;-3,678988099;40,45842245
BBVA;-3,668077209;40,3975399
BBVA;-3,640263603;40,38713859
BBVA;-3,662252985;40,39481663
BBVA;-3,603135931;40,39867166
BBVA;-3,655179289;40,44181212
BBVA;-3,713418313;40,48209783
BBVA;-3,663429355;40,43781911
BBVA;-3,675474281;40,47499253
BBVA;-3,610812927;40,43058654
BBVA;-3,718453293;40,48182339
BBVA;-3,673004028;40,40003387
BBVA;-3,709564957;40,45228386
BBVA;-3,63622984;40,40795384
BBVA;-3,787470052;40,44517582
BBVA;-3,676117337;40,42381764
BBVA;-3,76487352;40,38451662
BBVA;-3,649393827;40,46796185
BBVA;-3,581077449;40,46999215
BBVA;-3,625364939;40,457725
BBVA;-3,653446897;40,42485791
BBVA;-3,651339962;40,42641035
BBVA;-3,674416019;40,40690858
BBVA;-3,678988427;40,40688182
BBVA;-3,703245825;40,50448429
BBVA;-3,695212783;40,50604639
BBVA;-3,715255541;40,47733876
BBVA;-3,703849102;40,47976913
BBVA;-3,72724742;40,38593056
BBVA;-3,657906592;40,38166112
BBVA;-3,616747085;40,46328481
BBVA;-3,759625626;40,36307354
BBVA;-3,697592986;40,45323961
BBVA;-3,675553788;40,46409121
BBVA;-3,713535069;40,44631349
BBVA;-3,794122461;40,4673644
BBVA;-3,622496412;40,39863212
BBVA;-3,711656696;40,43033408
BBVA;-3,689839799;40,41352933
BBVA;-3,675000505;40,42530165
BBVA;-3,699487842;40,41759751
BBVA;-3,670095921;40,42761848
BBVA;-3,664921813;40,43013485
BBVA;-3,655213482;40,43197407
BBVA;-3,643058665;40,435718
BBVA;-3,634176645;40,43906437
BBVA;-3,612933091;40,44595375
BBVA;-3,695283446;40,36754138
BBVA;-3,697371946;40,44554726
BBVA;-3,714249155;40,43467846
BBVA;-3,696621059;40,38534433
BBVA;-3,708759555;40,39467605
BBVA;-3,715192117;40,39680763
BBVA;-3,716581201;40,38889807
BBVA;-3,615960253;40,41973936
BBVA;-3,707907121;40,43252828
BBVA;-3,700690612;40,40855415
BBVA;-3,717633503;40,46355833
BBVA;-3,65103418;40,44970941
BBVA;-3,659387252;40,45854494
BBVA;-3,664700664;40,48188378
BBVA;-3,699555322;40,41273221
BBVA;-3,663205286;40,46780235
BBVA;-3,592059449;40,46189138
BBVA;-3,695431534;40,42431569
BBVA;-3,677659117;40,34715921
BBVA;-3,703399276;40,44909633
BBVA;-3,704072853;40,43566881
BBVA;-3,702643655;40,45580361
BBVA;-3,697876695;40,46128292
BBVA;-3,695821039;40,46438539
BBVA;-3,6767193;40,50381385
BBVA;-3,669180343;40,47675886
BBVA;-3,691939389;40,4573907
BBVA;-3,692136791;40,46398409
BBVA;-3,751170833;40,40457053
BBVA;-3,665705935;40,38649041
BBVA;-3,670061714;40,43486194
BBVA;-3,608976289;40,38510036
BBVA;-3,712512428;40,43880629
BBVA;-3,717906325;40,48696189
BBVA;-3,729720364;40,38254558
BBVA;-3,671850228;40,44160832
BBVA;-3,685500899;40,4319606
BBVA;-3,673793946;40,38470481
BBVA;-3,674975087;40,43101353
BBVA;-3,61895379;40,37207424
BBVA;-3,6838792;40,43480805
BBVA;-3,669422296;40,41199168
BBVA;-3,668308253;40,42566486
BBVA;-3,657336607;40,36543893
BBVA;-3,695913986;40,39562796
BBVA;-3,693298959;40,39226526
BBVA;-3,700166966;40,4023771
BBVA;-3,640559651;40,43080393
BBVA;-3,686218433;40,46774008
BBVA;-3,679208604;40,39243897
BBVA;-3,751271814;40,37442552
BBVA;-3,717511908;40,42662221
BBVA;-3,673999209;40,43482103
BBVA;-3,677369828;40,43703557
BBVA;-3,707288893;40,45678428
BBVA;-3,702901881;40,4296489
BBVA;-3,687422154;40,46316538
BBVA;-3,730404746;40,38918996
BBVA;-3,724064218;40,39342807
BBVA;-3,694442835;40,45654686
BBVA;-3,702568075;40,47684901
BBVA;-3,684947725;40,42508098
BBVA;-3,687487035;40,4255524
BBVA;-3,680536668;40,42486379
BBVA;-3,710719001;40,36922234
BBVA;-3,675249995;40,40309287
BBVA;-3,746337932;40,38525937
BBVA;-3,695178034;40,42717308
BBVA;-3,644304828;40,4032154
BBVA;-3,63684349;40,43678844
BBVA;-3,627287089;40,42217397
BBVA;-3,635747702;40,43436204
BBVA;-3,74565579;40,40352514
